CUSIP NO,ASTRK,ISSUER NAME,ISSUER DESCRIPTION,STATUS
33737J 13 3,*,FIRST TR EXCH TRD ALPHDX FD,BRAZIL ALPHADEX,
33737J 14 1,*,FIRST TR EXCH TRD ALPHDX FD,CHINA ALPHADEX,
33737J 15 8,*,FIRST TR EXCH TRD ALPHDX FD,JAPAN ALPHADEX,
33737J 17 4,*,FIRST TR EXCH TRD ALPHDX FD,DEV MRK EX US,
33737J 18 2,*,FIRST TR EXCH TRD ALPHDX FD,EMERG MKT ALPH,
33737J 19 0,*,FIRST TR EXCH TRD ALPHDX FD,GERMANY ALPHA,
33737J 22 4,,FIRST TR EXCH TRD ALPHDX FD,UNIT KING ALPH,
33737J 23 2,*,FIRST TR EXCH TRD ALPHDX FD,SWITZLND ALPHA,
33737J 30 7,*,FIRST TR EXCH TRD ALPHDX FD,EM SML CP ALPH,
33737J 40 6,,FIRST TR EXCH TRD ALPHDX FD,EX US SML CP,
33737J 50 5,*,FIRST TR EXCH TRD ALPHDX FD,EURO ALPHADEX,
33737J 80 2,*,FIRST TR EXCH TRD ALPHDX FD,INDIA NFTY50 EQW,
33737J 90 0,,FIRST TR EXCH TRD ALPHDX FD,CALL,
33737J 90 1,,FIRST TR EXCH TRD ALPHDX FD,CALL,
33737J 90 2,,FIRST TR EXCH TRD ALPHDX FD,CALL,
33737J 90 2,,FIRST TR EXCH TRD ALPHDX FD,CALL,
33737J 90 2,,FIRST TR EXCH TRD ALPHDX FD,CALL,
33737J 90 3,,FIRST TR EXCH TRD ALPHDX FD,CALL,
33737J 90 4,,FIRST TR EXCH TRD ALPHDX FD,CALL,
33737J 90 5,,FIRST TR EXCH TRD ALPHDX FD,CALL,
33737J 90 7,,FIRST TR EXCH TRD ALPHDX FD,CALL,
33737J 90 7,,FIRST TR EXCH TRD ALPHDX FD,CALL,
33737J 90 8,,FIRST TR EXCH TRD ALPHDX FD,CALL,
33737J 95 0,,FIRST TR EXCH TRD ALPHDX FD,PUT,
33737J 95 1,,FIRST TR EXCH TRD ALPHDX FD,PUT,
33737J 95 2,,FIRST TR EXCH TRD ALPHDX FD,PUT,
33737J 95 2,,FIRST TR EXCH TRD ALPHDX FD,PUT,
33737J 95 2,,FIRST TR EXCH TRD ALPHDX FD,PUT,
33737J 95 3,,FIRST TR EXCH TRD ALPHDX FD,PUT,
33737J 95 4,,FIRST TR EXCH TRD ALPHDX FD,PUT,
33737J 95 5,,FIRST TR EXCH TRD ALPHDX FD,PUT,
33737J 95 7,,FIRST TR EXCH TRD ALPHDX FD,PUT,
33737J 95 7,,FIRST TR EXCH TRD ALPHDX FD,PUT,
33737J 95 8,,FIRST TR EXCH TRD ALPHDX FD,PUT,
33737K 20 5,*,FIRST TR EXCHANGE TRADED FD,INDXX NEXTG ETF,
33737K 90 5,,FIRST TR EXCHANGE TRADED FD,CALL,
33737K 95 5,,FIRST TR EXCHANGE TRADED FD,PUT,
33737M 10 2,*,FIRST TR EXCHANGE-TRADED ALP,MID CP GR ALPH,
33737M 20 1,*,FIRST TR EXCHANGE-TRADED ALP,MID CAP VAL FD,
33737M 30 0,*,FIRST TR EXCHANGE-TRADED ALP,SML CP GRW ALP,
33737M 40 9,*,FIRST TR EXCHANGE-TRADED ALP,SML CAP VAL ALPH,
33737M 90 0,,FIRST TR EXCHANGE-TRADED ALP,CALL,
33737M 90 1,,FIRST TR EXCHANGE-TRADED ALP,CALL,
33737M 90 2,,FIRST TR EXCHANGE-TRADED ALP,CALL,
33737M 90 9,,FIRST TR EXCHANGE-TRADED ALP,CALL,
33737M 95 0,,FIRST TR EXCHANGE-TRADED ALP,PUT,
33737M 95 1,,FIRST TR EXCHANGE-TRADED ALP,PUT,
33737M 95 2,,FIRST TR EXCHANGE-TRADED ALP,PUT,
33737M 95 9,,FIRST TR EXCHANGE-TRADED ALP,PUT,
33738C 10 3,,FIRST TR ENERGY INFRASTRCTR,COM,
33738D 10 1,*,FIRST TR EXCHANGE-TRADED FD,NO AMER ENERGY,
33738D 30 9,*,FIRST TR EXCHANGE-TRADED FD,SENIOR LN FD,
33738D 40 8,,FIRST TR EXCHANGE-TRADED FD,FIRST TR TA HIYL,
33738D 60 6,,FIRST TR EXCHANGE-TRADED FD,LNG DUR OPRTUN,
33738D 70 5,*,FIRST TR EXCHANGE-TRADED FD,EIP CARBON IMP,
33738D 78 8,,FIRST TR EXCHANGE-TRADED FD,CORE INVESTMENT,ADDED
33738D 79 6,,FIRST TR EXCHANGE-TRADED FD,INTERMEDIATE DUR,
33738D 80 4,,FIRST TR EXCHANGE-TRADED FD,LIMITED DURATION,
33738D 81 2,,FIRST TR EXCH TRADED FD III,FT CBOE VEST ETF,
33738D 82 0,,FIRST TR EXCH TRADED FD III,CBOE VEST SMID,
33738D 83 8,,FIRST TR EXCHANGE-TRADED FD,INTERMEDIATE GOV,
33738D 84 6,,FIRST TR EXCHANGE-TRADED FD,FT CBOE TARG INC,
33738D 87 9,*,FIRST TR EXCHANGE-TRADED FD,CBOE VEST RISING,
33738D 90 1,,FIRST TR EXCHANGE-TRADED FD,CALL,
33738D 90 5,,FIRST TR EXCHANGE-TRADED FD,CALL,
33738D 90 9,,FIRST TR EXCHANGE-TRADED FD,CALL,
33738D 90 9,,FIRST TR EXCHANGE-TRADED FD,CALL,
33738D 95 1,,FIRST TR EXCHANGE-TRADED FD,PUT,
33738D 95 5,,FIRST TR EXCHANGE-TRADED FD,PUT,
33738D 95 9,,FIRST TR EXCHANGE-TRADED FD,PUT,
33738D 95 9,,FIRST TR EXCHANGE-TRADED FD,PUT,
33738E 10 9,,FIRST TR HIGH INCOME LONG /,COM,
33738G 10 4,,FIRST TR ENERGY INCOME & GRO,COM,
33738R 10 0,*,FIRST TR EXCHANGE-TRADED FD,MULTI ASSET DI,
33738R 11 8,*,FIRST TR EXCHANGE-TRADED FD,NASD TECH DIV,
33738R 30 8,*,FIRST TR EXCHANGE-TRADED FD,BUYWRIT INCM ETF,
33738R 40 7,*,FIRST TR EXCHANGE-TRADED FD,NASDAQ BUYWRITE,
33738R 50 6,*,FIRST TR EXCHANGE-TRADED FD,RISNG DIVD ACHIV,
33738R 60 5,*,FIRST TR EXCHANGE-TRADED FD,DORSEY WRT 5 ETF,
33738R 63 9,*,FIRST TR EXCHANGE-TRADED FD,INDXX GBL MED,
33738R 64 7,*,FIRST TR EXCHANGE-TRADED FD,S NETWORK STREAM,
33738R 66 2,,FIRST TR EXCHANGE-TRADED FD,INTL DEV STRNGTH,
33738R 68 8,*,FIRST TR EXCHANGE-TRADED FD,S&P INTL DIVID,
33738R 69 6,,FIRST TR EXCHANGE-TRADED FD,DORSEYWRIGHT MOM,
33738R 70 4,*,FIRST TR EXCHANGE-TRADED FD,RBA INDL ETF,
33738R 71 2,,FIRST TR EXCHANGE-TRADED FD,DORSEYWRGT ETF,
33738R 72 0,*,FIRST TR EXCHANGE-TRADED FD,NASDQ ARTFCIAL,
33738R 73 8,,FIRST TR EXCHANGE-TRADED FD,FIRST TRUST S&P,
33738R 74 6,,FIRST TR EXCHANGE-TRADED FD,SMAL CP US EQT,
33738R 75 3,,FIRST TR EXCHANGE-TRADED FD,MID CAP US EQT,
33738R 76 1,,FIRST TR EXCHANGE-TRADED FD,LARGE CP US EQ,
33738R 77 9,,FIRST TR EXCHANGE-TRADED FD,EMERGING MKTS,
33738R 79 5,*,FIRST TR EXCHANGE-TRADED FD,NASDAQ TRANSN,
33738R 81 1,*,FIRST TR EXCHANGE-TRADED FD,NASDQ SEMCNDTR,
33738R 82 9,*,FIRST TR EXCHANGE-TRADED FD,S NETWRK E-COM,
33738R 83 7,*,FIRST TR EXCHANGE-TRADED FD,NASDQ PHRMTCLS,
33738R 84 5,*,FIRST TR EXCHANGE-TRADED FD,NASDQ OIL GAS,
33738R 85 2,*,FIRST TR EXCHANGE-TRADED FD,NASDQ FOD BVRG,
33738R 86 0,*,FIRST TR EXCHANGE-TRADED FD,NASDAQ BK ETF,
33738R 87 8,,FIRST TR EXCHANGE-TRADED FD,DORSEY WRIGHT,
33738R 88 6,*,FIRST TR EXCHANGE-TRADED FD,DORSEY WRIGHT,
33738R 90 0,,FIRST TR EXCHANGE-TRADED FD,CALL,
33738R 90 0,,FIRST TR EXCHANGE-TRADED FD,CALL,
33738R 90 0,,FIRST TR EXCHANGE-TRADED FD,CALL,
33738R 90 1,,FIRST TR EXCHANGE-TRADED FD,CALL,
33738R 90 2,,FIRST TR EXCHANGE-TRADED FD,CALL,
33738R 90 4,,FIRST TR EXCHANGE-TRADED FD,CALL,
33738R 90 5,,FIRST TR EXCHANGE-TRADED FD,CALL,
33738R 90 5,,FIRST TR EXCHANGE-TRADED FD,CALL,
33738R 90 5,,FIRST TR EXCHANGE-TRADED FD,CALL,
33738R 90 6,,FIRST TR EXCHANGE-TRADED FD,CALL,
33738R 90 6,,FIRST TR EXCHANGE-TRADED FD,CALL,
33738R 90 7,,FIRST TR EXCHANGE-TRADED FD,CALL,
33738R 90 7,,FIRST TR EXCHANGE-TRADED FD,CALL,
33738R 90 7,,FIRST TR EXCHANGE-TRADED FD,CALL,
33738R 90 8,,FIRST TR EXCHANGE-TRADED FD,CALL,
33738R 90 8,,FIRST TR EXCHANGE-TRADED FD,CALL,
33738R 90 8,,FIRST TR EXCHANGE-TRADED FD,CALL,
33738R 90 9,,FIRST TR EXCHANGE-TRADED FD,CALL,
33738R 90 9,,FIRST TR EXCHANGE-TRADED FD,CALL,
33738R 95 0,,FIRST TR EXCHANGE-TRADED FD,PUT,
33738R 95 0,,FIRST TR EXCHANGE-TRADED FD,PUT,
33738R 95 0,,FIRST TR EXCHANGE-TRADED FD,PUT,
33738R 95 1,,FIRST TR EXCHANGE-TRADED FD,PUT,
33738R 95 2,,FIRST TR EXCHANGE-TRADED FD,PUT,
33738R 95 4,,FIRST TR EXCHANGE-TRADED FD,PUT,
33738R 95 5,,FIRST TR EXCHANGE-TRADED FD,PUT,
33738R 95 5,,FIRST TR EXCHANGE-TRADED FD,PUT,
33738R 95 5,,FIRST TR EXCHANGE-TRADED FD,PUT,
33738R 95 6,,FIRST TR EXCHANGE-TRADED FD,PUT,
33738R 95 6,,FIRST TR EXCHANGE-TRADED FD,PUT,
33738R 95 7,,FIRST TR EXCHANGE-TRADED FD,PUT,
33738R 95 7,,FIRST TR EXCHANGE-TRADED FD,PUT,
33738R 95 7,,FIRST TR EXCHANGE-TRADED FD,PUT,
33738R 95 8,,FIRST TR EXCHANGE-TRADED FD,PUT,
33738R 95 8,,FIRST TR EXCHANGE-TRADED FD,PUT,
33738R 95 8,,FIRST TR EXCHANGE-TRADED FD,PUT,
33738R 95 9,,FIRST TR EXCHANGE-TRADED FD,PUT,
33738R 95 9,,FIRST TR EXCHANGE-TRADED FD,PUT,
33739B 10 4,,FIRST TR MLP & ENERGY INCOM,COM,
33739E 10 8,*,FIRST TR EXCH TRADED FD III,PFD SECS INC ETF,
33739E 90 8,,FIRST TR EXCH TRADED FD III,CALL,
33739E 95 8,,FIRST TR EXCH TRADED FD III,PUT,
33739G 10 3,,FIRST TR EXCHANGE-TRADED FD,MNGD FUTRS STRGY,
33739H 10 1,*,FIRST TR EXCHANGE TRAD FD VI,FST TR GLB FD,
33739H 90 1,,FIRST TR EXCHANGE TRAD FD VI,CALL,
33739H 95 1,,FIRST TR EXCHANGE TRAD FD VI,PUT,
33739M 10 0,,FST TR NEW OPPORT MLP & ENE,COM,
33739N 10 8,,FIRST TR EXCH TRADED FD III,MANAGD MUN ETF,
33739P 10 3,*,FIRST TR EXCH TRADED FD III,LNG/SHT EQUITY,
33739P 20 2,,FIRST TR EXCH TRADED FD III,EME MRK BD ETF,
33739P 30 1,,FIRST TR EXCH TRADED FD III,MUNI HI INCM ETF,
33739P 60 8,,FIRST TR EXCH TRADED FD III,RIVRFRNT DYN DEV,
33739P 70 7,,FIRST TR EXCH TRADED FD III,RIVR FRNT DYN,
33739P 80 6,,FIRST TR EXCH TRADED FD III,RIVRFRNT DYN EUR,
33739P 82 2,,FIRST TR EXCH TRADED FD III,NEW YORK MUNI,
33739P 83 0,*,FIRST TR EXCH TRADED FD III,SHRT DUR MNG MUN,
33739P 85 5,,FIRST TR EXCH TRADED FD III,INSTL PFD SECS,
33739P 86 3,,FIRST TR EXCH TRADED FD III,CALIF MUN INCM,
33739P 87 1,,FIRST TR EXCH TRADED FD III,HORIZON MNGD ETF,
33739P 88 9,,FIRST TR EXCH TRADED FD III,HORIZON DMST ETF,
33739P 90 0,,FIRST TR EXCH TRADED FD III,CALL,
33739P 90 3,,FIRST TR EXCH TRADED FD III,CALL,
33739P 95 0,,FIRST TR EXCH TRADED FD III,PUT,
33739P 95 3,,FIRST TR EXCH TRADED FD III,PUT,
33739Q 20 0,*,FIRST TR EXCHANGE-TRADED FD,FST LOW OPPT EFT,
33739Q 30 9,,FIRST TR EXCHANGE-TRADED FD,HIGH INCM STRGC,
33739Q 40 8,*,FIRST TR EXCHANGE-TRADED FD,FIRST TR ENH NEW,
33739Q 50 7,,FIRST TR EXCHANGE-TRADED FD,SSI STRG ETF,
33739Q 70 5,,FIRST TR EXCHANGE-TRADED FD,FT CBOE VEST S&P,
33739Q 80 4,,FIRST TR EXCHANGE-TRADED FD,ENERGY INM PARTN,
33739Q 90 0,,FIRST TR EXCHANGE-TRADED FD,CALL,
33739Q 90 8,,FIRST TR EXCHANGE-TRADED FD,CALL,
33739Q 95 0,,FIRST TR EXCHANGE-TRADED FD,PUT,
33739Q 95 8,,FIRST TR EXCHANGE-TRADED FD,PUT,
33740D 10 7,,FIRST TR DYNAMIC EUROPE EQUI,COM SHS,DELETED
33740F 32 6,,FIRST TR EXCHNG TRADED FD VI,CBOE VES US EQUI,ADDED
33740F 33 4,,FIRST TR EXCHNG TRADED FD VI,CBOE VEST US EQU,ADDED
33740F 34 2,,FIRST TR EXCHNG TRADED FD VI,CBOE VEST US SMA,ADDED
33740F 36 7,,FIRST TR EXCHNG TRADED FD VI,CBOE VEST EQ ENH,ADDED
33740F 37 5,,FIRST TR EXCHNG TRADED FD VI,FT CBOE EQU BUFF,
33740F 38 3,,FIRST TR EXCHNG TRADED FD VI,ACTIVE GLOBAL,ADDED
33740F 39 1,,FIRST TR EXCHNG TRADED FD VI,FT EQ ENH & MODE,
33740F 40 9,,FIRST TR EXCHNG TRADED FD VI,INCOME OPPRTNTES,
33740F 41 7,,FIRST TR EXCHNG TRADED FD VI,FT US SM CAP MOD,
33740F 42 5,,FIRST TR EXCHNG TRADED FD VI,CBOE VEST US EQU,
33740F 43 3,,FIRST TR EXCHNG TRADED FD VI,CBOE VEST US EQT,
33740F 44 1,,FIRST TR EXCHNG TRADED FD VI,FT CBOE VEST U S,
33740F 45 8,,FIRST TR EXCHNG TRADED FD VI,FT CBOE US EQ MD,
33740F 46 6,,FIRST TR EXCHNG TRADED FD VI,FT CBOE VEST U S,
33740F 47 4,,FIRST TR EXCHNG TRADED FD VI,FT CBOE VEST US,
33740F 48 2,,FIRST TR EXCHNG TRADED FD VI,FT CBOE VEST US,
33740F 49 0,,FIRST TR EXCHNG TRADED FD VI,MULTI STRATEGY,
33740F 50 8,,FIRST TR EXCHNG TRADED FD VI,FLEXIBL MUN HIGH,
33740F 51 6,,FIRST TR EXCHNG TRADED FD VI,CBOE VEST US EQT,
33740F 54 0,*,FIRST TR EXCHNG TRADED FD VI,SKYBRIDGE CRYPTO,
33740F 55 7,,FIRST TR EXCHNG TRADED FD VI,CBOE VEST NAS100,
33740F 56 5,,FIRST TR EXCHNG TRADED FD VI,INNOVATION LEAD,
33740F 57 3,,FIRST TR EXCHNG TRADED FD VI,FT CBOE VST INTL,
33740F 58 1,,FIRST TR EXCHNG TRADED FD VI,CBOE VEST NAS100,
33740F 59 9,,FIRST TR EXCHNG TRADED FD VI,FT CBOE VEST MAR,
33740F 61 5,,FIRST TR EXCHNG TRADED FD VI,FT CBOE VEST US,
33740F 62 3,,FIRST TR EXCHNG TRADED FD VI,FT CBOE VEST BFR,
33740F 63 1,,FIRST TR EXCHNG TRADED FD VI,CBOE VEST US EQT,
33740F 64 9,,FIRST TR EXCHNG TRADED FD VI,FT CBOE VEST 100,
33740F 65 6,,FIRST TR EXCHNG TRADED FD VI,FT CBOE INTL MOD,
33740F 66 4,,FIRST TR EXCHNG TRADED FD VI,VEST US EQTY BUF,
33740F 67 2,,FIRST TR EXCHNG TRADED FD VI,VEST US EQT DEP,
33740F 68 0,,FIRST TR EXCHNG TRADED FD VI,FT CBOE VEST US,
33740F 69 8,,FIRST TR EXCHNG TRADED FD VI,CBOE VEST US EQT,
33740F 71 4,,FIRST TR EXCHNG TRADED FD VI,CBOE VEST US EQT,
33740F 72 2,,FIRST TR EXCHNG TRADED FD VI,CBOE VEST US EQT,
33740F 73 0,,FIRST TR EXCHNG TRADED FD VI,CBOE VEST US EQ,
33740F 74 8,,FIRST TR EXCHNG TRADED FD VI,CBOE VEST US BUF,
33740F 75 5,,FIRST TR EXCHNG TRADED FD VI,CBOE VEST US EQ,
33740F 76 3,,FIRST TR EXCHNG TRADED FD VI,US EQT BUFFER,
33740F 77 1,,FIRST TR EXCHNG TRADED FD VI,US EQT DEEP DUFR,
33740F 78 9,,FIRST TR EXCHNG TRADED FD VI,MLT MNGD LRG GRW,
33740F 79 7,,FIRST TR EXCHNG TRADED FD VI,ACTV FCTR SMCP,
33740F 80 5,*,FIRST TR EXCHNG TRADED FD VI,TCW OPPORTUNIS,
33740F 81 3,,FIRST TR EXCHNG TRADED FD VI,ACTV FCTR MDCP,
33740F 82 1,,FIRST TR EXCHNG TRADED FD VI,ACTV FCTR LGCP,
33740F 83 9,,FIRST TR EXCHNG TRADED FD VI,CBOE EQT DEP NOV,
33740F 84 7,,FIRST TR EXCHNG TRADED FD VI,CBOE EQT BUFER,
33740F 85 4,,FIRST TR EXCHNG TRADED FD VI,VEST US DEEP,
33740F 86 2,,FIRST TR EXCHNG TRADED FD VI,VEST US BUFFER,
33740F 87 0,,FIRST TR EXCHNG TRADED FD VI,LOW DUR STRTGC,
33740F 88 8,,FIRST TR EXCHNG TRADED FD VI,TCW UNCONSTRAI,
33740F 90 0,,FIRST TR EXCHNG TRADED FD VI,CALL,
33740F 90 5,,FIRST TR EXCHNG TRADED FD VI,CALL,
33740F 95 0,,FIRST TR EXCHNG TRADED FD VI,PUT,
33740F 95 5,,FIRST TR EXCHNG TRADED FD VI,PUT,
33740J 10 4,*,FIRST TR EXCH TRADED FD III,ULTRA SHT DUR MU,
33740J 20 3,,FIRST TR EXCH TRADED FD III,MERGER ARBITRA,
33740J 90 4,,FIRST TR EXCH TRADED FD III,CALL,
33740J 95 4,,FIRST TR EXCH TRADED FD III,PUT,
33740U 10 9,,FIRST TR EXCHNG TRADED FD VI,TCW SECURITIZED,
33740U 20 8,,FIRST TR EXCHNG TRADED FD VI,CBOE VEST US EQT,
33740U 30 7,,FIRST TR EXCHNG TRADED FD VI,FT CBOE VEST US,
33740U 40 6,,FIRST TR EXCHNG TRADED FD VI,FT CBOE DEEP BFR,
33740U 50 5,,FIRST TR EXCHNG TRADED FD VI,FT CBOE EQTY BFR,
33740U 60 4,,FIRST TR EXCHNG TRADED FD VI,TCW EMERGING MKT,
33740U 65 3,,FIRST TR EXCHNG TRADED FD VI,FT US EQ MOD BUF,
33740U 66 1,,FIRST TR EXCHNG TRADED FD VI,FT CBOE VEST U S,
33740U 67 9,,FIRST TR EXCHNG TRADED FD VI,FT CBOE VEST US,ADDED
33740U 68 7,,FIRST TR EXCHNG TRADED FD VI,FT CBOE VEST US,ADDED
33740U 69 5,,FIRST TR EXCHNG TRADED FD VI,FT CBOE VEST US,ADDED
33740U 70 3,,FIRST TR EXCHNG TRADED FD VI,CBOE VEST FD DEP,
33740U 71 1,,FIRST TR EXCHNG TRADED FD VI,FT CBOE EQ MODER,
33740U 72 9,,FIRST TR EXCHNG TRADED FD VI,FT CBOE VEST LAD,ADDED
33740U 73 7,,FIRST TR EXCHNG TRADED FD VI,CBOE VEST US EQT,
33740U 75 2,,FIRST TR EXCHNG TRADED FD VI,FT CBOE VEST FD,
33740U 76 0,,FIRST TR EXCHNG TRADED FD VI,CBOE VEST BUFERD,
33740U 77 8,,FIRST TR EXCHNG TRADED FD VI,CBOE VEST BUFERD,
33740U 78 6,,FIRST TR EXCHNG TRADED FD VI,CBOE VEST US EQT,
33740U 79 4,,FIRST TR EXCHNG TRADED FD VI,MULTI MGR SML CP,
33740U 80 2,,FIRST TR EXCHNG TRADED FD VI,CBOE VEST US DEP,
33740U 81 0,,FIRST TR EXCHNG TRADED FD VI,CBOE VEST U S EQ,
33740U 82 8,,FIRST TR EXCHNG TRADED FD VI,CBOE VEST INTL,
33740U 83 6,,FIRST TR EXCHNG TRADED FD VI,CBOE VEST NAS100,
33740U 84 4,,FIRST TR EXCHNG TRADED FD VI,FT CBOE VEST US,
33740U 85 1,*,FIRST TR EXCHNG TRADED FD VI,EXPANDED TECHNOL,
33740U 86 9,,FIRST TR EXCHNG TRADED FD VI,CBOE VEST INTL,
33740U 88 5,,FIRST TR EXCHNG TRADED FD VI,CBOE VEST US EQT,
33740U 90 1,,FIRST TR EXCHNG TRADED FD VI,CALL,
33740U 95 1,,FIRST TR EXCHNG TRADED FD VI,PUT,
33740Y 10 1,,FIRST TR EXCHANGE TRAD FD VI,ALT ABSLT STRG,
33741H 10 7,,FIRST UTD CORP,COM,
33741L 10 8,*,FIRST TR EXCHANGE-TRADED FD,DORSY WR MOMNT,
33741L 20 7,,FIRST TR EXCHANGE-TRADED FD,DORSY WRGH VLU,
33741L 90 8,,FIRST TR EXCHANGE-TRADED FD,CALL,
33741L 95 8,,FIRST TR EXCHANGE-TRADED FD,PUT,
33741Q 10 7,,FIRST TR HIGH YIELD OPPRT 20,COM,
33741X 10 2,*,FIRST TR EXCHANGE-TRADED FD,SMID RISNG ETF,
33741X 20 1,*,FIRST TR EXCHANGE-TRADED FD,INDXX INOVTV ETF,
33741X 90 1,,FIRST TR EXCHANGE-TRADED FD,CALL,
33741X 90 2,,FIRST TR EXCHANGE-TRADED FD,CALL,
33741X 95 1,,FIRST TR EXCHANGE-TRADED FD,PUT,
33741X 95 2,,FIRST TR EXCHANGE-TRADED FD,PUT,
33741Y 10 0,,FIRST TR EXCH TRADED FD III,HORIZON VOL SMCP,
33744V 10 3,,FIRST US BANCSHARES INC,COM,
33748L 10 1,*,FIRST WATCH RESTAURANT GROUP,COM,
33748L 90 1,,FIRST WATCH RESTAURANT GROUP,CALL,
33748L 95 1,,FIRST WATCH RESTAURANT GROUP,PUT,
33749P 30 9,,FIRST WAVE BIOPHARMA INC,COM,DELETED
33749P 40 8,,FIRST WAVE BIOPHARMA INC,COM NEW,ADDED
33751L 10 5,,FIRST WESTN FINL INC,COM,
337655 10 4,*,FISCALNOTE HOLDINGS INC,COM CL A,
337655 11 2,,FISCALNOTE HOLDINGS INC,*W EXP 07/29/202,
337655 90 4,,FISCALNOTE HOLDINGS INC,CALL,
337655 95 4,,FISCALNOTE HOLDINGS INC,PUT,
33766Y 10 0,*,FIRSTHAND TECHNOLOGY VALUE F,COM,DELETED
33766Y 90 0,,FIRSTHAND TECHNOLOGY VALUE F,CALL,DELETED
33766Y 95 0,,FIRSTHAND TECHNOLOGY VALUE F,PUT,DELETED
33767E 20 2,*,FIRSTSERVICE CORP NEW,COM,
33767E 90 2,,FIRSTSERVICE CORP NEW,CALL,
33767E 95 2,,FIRSTSERVICE CORP NEW,PUT,
33768G 10 7,*,FIRSTCASH HOLDINGS INC,COM,
33768G 90 7,,FIRSTCASH HOLDINGS INC,CALL,
33768G 95 7,,FIRSTCASH HOLDINGS INC,PUT,
337738 10 8,*,FISERV INC,COM,
337738 90 8,,FISERV INC,CALL,
337738 95 8,,FISERV INC,PUT,
337932 10 7,*,FIRSTENERGY CORP,COM,
337932 90 7,,FIRSTENERGY CORP,CALL,
337932 95 7,,FIRSTENERGY CORP,PUT,
33813J 10 6,*,FISKER INC,CL A COM STK,
33813J 90 6,,FISKER INC,CALL,
33813J 95 6,,FISKER INC,PUT,
33817P 30 6,,FITLIFE BRANDS INC,COM,
33829M 10 1,*,FIVE BELOW INC,COM,
33829M 90 1,,FIVE BELOW INC,CALL,
33829M 95 1,,FIVE BELOW INC,PUT,
338307 10 1,*,FIVE9 INC,COM,
338307 90 1,,FIVE9 INC,CALL,
338307 95 1,,FIVE9 INC,PUT,
338307 AD 3,,FIVE9 INC,NOTE  0.500% 6/0,
33830Q 10 9,*,5E ADVANCED MATERIALS INC,COMMON STOCK,
33830Q 90 9,,5E ADVANCED MATERIALS INC,CALL,
33830Q 95 9,,5E ADVANCED MATERIALS INC,PUT,
33830T 10 3,,FIVE STAR BANCORP,COM,
33833Q 10 6,*,FIVE POINT HOLDINGS LLC,COM CL A,
33833Q 90 6,,FIVE POINT HOLDINGS LLC,CALL,
33833Q 95 6,,FIVE POINT HOLDINGS LLC,PUT,
33835L AA 3,,FIVERR INTL LTD,NOTE11/0,
338478 10 0,,FLAHERTY & CRUMRINE PFD SECS,COM,
338479 10 8,,FLAHERTY & CRUMRINE TOTAL RE,COM,
338480 10 6,,FLAHERTY & CRUMRINE PFD INCO,COM,
33848E 10 6,,FLAHERTY & CRUMRINE PFD INCO,COM,
33848W 10 6,,FLAHERTY & CRUMRINE DYNAMIC,SHS,
33850F 10 8,,FLAME ACQUISITION CORP,COM CL A,
33850F 11 6,,FLAME ACQUISITION CORP,*W EXP 02/26/202,
33850F 20 7,,FLAME ACQUISITION CORP,UNIT 99/99/9999,
338517 10 5,,FLANIGANS ENTERPRISES INC,COM,
339041 10 5,*,FLEETCOR TECHNOLOGIES INC,COM,
339041 90 5,,FLEETCOR TECHNOLOGIES INC,CALL,
339041 95 5,,FLEETCOR TECHNOLOGIES INC,PUT,
339382 10 3,,FLEXSTEEL INDS INC,COM,
33938T 10 4,,FLEXIBLE SOLUTIONS INTL INC,COM,
33939J 30 3,,FLEXSHOPPER INC,COM NEW,
33939L 10 0,,FLEXSHARES TR,MORNSTAR USMKT,
33939L 30 8,,FLEXSHARES TR,MSTAR EMKT FAC,
33939L 40 7,*,FLEXSHARES TR,MORNSTAR UPSTR,
33939L 50 6,,FLEXSHARES TR,IBOXX 3R TARGT,
33939L 57 1,,FLEXSHARES TR,ESG & CLM INVEST,
33939L 59 7,,FLEXSHARES TR,ESG & CLM DEVELP,
33939L 60 5,,FLEXSHARES TR,IBOXX 5YR TRGT,
33939L 61 3,,FLEXSHARES TR,ESG & CLM US LRG,
33939L 62 1,,FLEXSHARES TR,ESG & CLIMATE EM,
33939L 63 9,,FLEXSHARES TR,EMRG MKT QT LW,
33939L 64 7,,FLEXSHARES TR,DEV MRK EX LOW,
33939L 65 4,,FLEXSHARES TR,US QT LW VLTY,
33939L 66 2,,FLEXSHARES TR,HIG YLD VL ETF,
33939L 67 0,,FLEXSHARES TR,CRE SLCT BD FD,
33939L 68 8,,FLEXSHARES TR,STOX GBL ESG SLT,
33939L 69 6,,FLEXSHARES TR,STOX US ESG SLCT,
33939L 73 8,,FLEXSHARES TR,REAL ASST IDX,
33939L 74 6,,FLEXSHARES TR,US QUALITY CAP,
33939L 75 3,,FLEXSHARES TR,CR SCORED LONG,
33939L 76 1,,FLEXSHARES TR,CR SCD US BD,
33939L 77 9,,FLEXSHARES TR,DISCP DUR MBS,
33939L 78 7,,FLEXSHARES TR,GLB QLT R/E IDX,
33939L 79 5,*,FLEXSHARES TR,STOXX GLOBR INF,
33939L 80 3,,FLEXSHARES TR,M STAR DEV MKT,
33939L 81 1,,FLEXSHARES TR,INTL QLTDV DEF,
33939L 82 9,,FLEXSHARES TR,INT QLTDVDYNAM,
